Sentences,Virtual,Video,Escorted,Self-Guided
" Barbara. Can I see the flat on video tomorrow at 10:40 a.m.? , Amber.",1,1,0,0
"Hi Erica. Could I schedule a leasing agent on my tour on March 10th? Goodbye, Alexis.",0,0,1,0
Good evening Tina. My partner wants to be accompanied on the tour  On February 6th. Let me know.,0,0,1,0
"Hello Janet. My sister wants to be accompanied on the tour, maybe Tomorrow at 8:10 a.m.? Goodbye.",0,0,1,0
"Great. On January 8th I'm out of the Country, so I can't visit the building. Thanks, Sarah.",1,1,0,0
" My partner wants to actually see the unit, perhaps Tomorrow? Thank you.",0,0,1,1
"Alright Peter. I desire to have a look at the building, what about On October 19th? Let me know, Chad.",1,1,1,1
"Good afternoon Emily. I desire to see it in person, what about Today? Let me know, Douglas.",0,0,1,1
Cool Lauren. Could I see it from my computer on October 17th? Thanks in advance.,1,1,0,0
"Hi Peggy. I need a virtual tour, perhaps Tomorrow at 4:00 p.m.? I hope this works, Brandon.",1,1,0,0
" I would like to have a look at the unit, what about On August 5th? Goodbye, Jessica.",1,1,1,1
Cool Jonathan. Can I schedule a call for tomorrow? See you soon.,1,0,0,0
"Alright Tammy. I desire someone with me on my tour  Tomorrow at 2:40 p.m.. , Craig.",0,0,1,0
Good morning Raymond. On December 12th I don't want a leasing agent for my tour. Goodbye.,0,1,0,1
Good evening Allison. I desire to see the flat on my own  Today at 8:40 a.m.. See you soon.,0,1,0,1
"Hey. Today at 8:30 a.m. I can't be there in person. I hope to hear back soon, Joseph.",1,1,0,0
"Good evening Heather. My sister wants to see the flat in person, perhaps Today at 10:00 a.m.? Goodbye, Connor.",0,0,1,1
"Good morning Kimberly. I need an appointment, perhaps On August 4th? , Emily.",0,0,1,1
". I desire a self guided tour, maybe Today at 10:30 a.m.? Goodbye, Peter.",0,0,0,1
"Good afternoon Regina. I wish a tour with a leasing agent, perhaps On April 15th? .",0,0,1,0
"Hello Lori. Tomorrow at 9:20 a.m. I can't be there in person. , Matthew.",1,1,0,0
"To whom it may concern, I want to be able to talk to a leasing agent on my tour, possibly Today at 2:40 p.m.? Thanks, Jose.",0,0,1,0
"Cool Lisa. I desire a self guided tour  On October 5th. Thanks, Jennifer.",0,0,0,1
"Hello Christina. I need an online tour, possibly On May 12th? Thanks in advance.",1,1,0,0
"Hi Marissa. My partner wants to be on sight, maybe On September 17th? Thanks in advance.",0,0,1,1
" Megan. My mother wants to have a virtual tour, possibly On February 3rd? Thank you, Laurie.",1,0,0,0
"Perfect Stacey. My client wants to be on sight, possibly On June 13th? Goodbye, Joshua.",0,0,1,1
" Dominique. I want an appointment  On October 17th. Thanks in advance, Diana.",0,0,1,1
"Cool Billy. I wish a 3D tour, what about On June 5th? Let me know.",1,1,0,0
 Today at 9:10 a.m. I would like to see it on my own. Thank you.,1,1,0,1
" I need a self guided tour, possibly Tomorrow at 9:10 a.m.? Thanks, Brandon.",0,0,0,1
"Cool Brad. I need to be able to talk to a leasing agent on my tour, perhaps Tomorrow at 10:10 a.m.? I hope to hear back soon, Lori.",0,0,1,0
"Good morning Bradley. I need to see the place, possibly On April 5th? , Jacqueline.",1,1,1,1
"Good afternoon Leslie. I desire to see the place, what about Today at 3:40 p.m.? See you soon, Donald.",1,1,1,1
"Perfect Michael. I desire a self guided tour, what about Tomorrow at 8:00 a.m.? Thanks, Mary.",0,0,0,1
"Good afternoon Wanda. I need a tour with a leasing agent  Tomorrow at 5:20 p.m.. I hope to hear back soon, John.",0,0,1,0
Sounds good Nicole. Could I talk to a leasing agent on my tour tomorrow at 5:00 p.m.? .,0,0,1,0
Wonderful Thomas. Could I see it in person tomorrow at 9:00 a.m.? Thanks.,0,0,1,1
"Sounds good. Tomorrow at 4:20 p.m. I'm traveling, so I can't visit the community. Thank you.",1,1,0,0
"Alright Dustin. I desire to see it on my own, possibly Today? Goodbye.",1,1,0,1
" Anita. Could I see the place tomorrow at 3:10 p.m.? See you soon, Wendy.",1,1,1,1
"Wonderful Erik. I want a virtual tour  Today at 8:00 a.m.. Let me know, Robert.",1,1,0,0
"Hey. My client wants to have a virtual tour  Tomorrow at 8:40 a.m.. Thank you, Regina.",1,0,0,0
"Wonderful. I wish to see the place in person  On June 14th. See you soon, Wanda.",0,0,1,1
"Good morning Sylvia. My brother wants to see the flat in person, maybe Tomorrow at 10:00 a.m.? I hope to hear back soon, Susan.",0,0,1,1
Sounds good Christopher. Can I schedule a 3D tour on January 1st? .,1,1,0,0
" Joan. I would like an appointment, possibly Today at 2:40 p.m.? I hope to hear back soon.",0,0,1,1
"Wonderful Robin. I wish a 3D tour, perhaps Tomorrow at 3:30 p.m.? , Stephanie.",1,1,0,0
"Great Karen. I wish to schedule a call, maybe Tomorrow at 10:40 a.m.? Let me know, Robert.",1,0,0,0
" Mackenzie. I need a self guided tour, what about Today at 1:10 p.m.? Goodbye, Kevin.",0,0,0,1
"Good evening. My wife wants to have a virtual tour, maybe Today at 3:40 p.m.? I hope this works.",1,0,0,0
"To whom it may concern, I would like to be accompanied on my tour, maybe On February 22nd? See you soon.",0,0,1,0
" Bryan. I need to see the place, maybe Tomorrow at 4:20 p.m.? Thanks in advance.",1,1,1,1
Hi. Could I schedule someone with me on my tour on April 13th? .,0,0,1,0
"Hello Calvin. My mother wants to have a virtual tour, possibly Today at 5:30 p.m.? Let me know, Jorge.",1,0,0,0
"Good evening. I want a tour without a leasing agent, what about Tomorrow at 8:40 a.m.? Goodbye, Kristin.",0,0,0,1
"Perfect Jennifer. Can I see it from my computer tomorrow? Thank you, April.",1,1,0,0
"Good morning Christopher. I would like to be able to talk to a leasing agent on my tour  Tomorrow at 10:20 a.m.. I hope to hear back soon, Rachel.",0,0,1,0
"Wonderful. I need to see the unit on my own, what about On August 3rd? I hope this works, Paula.",0,1,0,1
"Alright Anna. Could I schedule a self guided tour for tomorrow? I hope this works, Joshua.",0,0,0,1
"Wonderful Tonya. Could I get a 3D tour at 5:00 p.m.? Let me know, Daniel.",1,1,0,0
"Cool William. My father wants to see the building in person, maybe On May 5th? Thank you, Gloria.",0,0,1,1
"Good afternoon. My father wants to actually see the apartment, what about On July 2nd? I hope this works, Travis.",0,0,1,1
Good evening Brian. Could I schedule a leasing agent on my tour for tomorrow? Thanks.,0,0,1,0
"Perfect Victoria. I need to see it from my computer, maybe Tomorrow at 3:10 p.m.? Thanks in advance, John.",1,1,0,0
"Hello Lori. Today at 9:20 a.m. I don't want a leasing agent for my tour. See you soon, Kyle.",0,1,0,1
"Perfect Brandon. I want an online tour  Tomorrow at 4:10 p.m.. Thanks, Robert.",1,1,0,0
"Hi Joel. Can I see the unit on video tomorrow at 2:40 p.m.? Thank you, Michael.",1,1,0,0
" My father wants to have a virtual tour  Tomorrow at 8:30 a.m.. See you soon, Daniel.",1,0,0,0
"To whom it may concern, I need to schedule a call  Today at 5:40 p.m.. I hope this works.",1,0,0,0
Hello Lindsey. I would like someone with me on my tour  Today at 5:40 p.m.. Goodbye.,0,0,1,0
"Wonderful. I would like to see the rental unit on video, what about Tomorrow at 2:40 p.m.? I hope to hear back soon.",1,1,0,0
"Perfect. I want to see it on my own  On December 25th. , Luis.",1,1,0,1
" Brett. I wish a virtual tour, what about Tomorrow at 5:30 p.m.? Let me know.",1,1,0,0
"Alright Amy. I need a tour without a leasing agent, maybe On November 18th? See you soon, Michael.",0,0,0,1
"Cool Jenna. I want to see the place in person, what about Tomorrow? .",0,0,1,1
" I wish a virtual tour, possibly Tomorrow at 3:30 p.m.? I hope to hear back soon.",1,1,0,0
"Perfect Madison. I want to see it on my own, possibly Tomorrow at 10:30 a.m.? I hope this works.",1,1,0,1
" I desire an online tour, possibly On October 3rd? I hope this works, Philip.",1,1,0,0
"Good evening. I want someone with me on my tour, perhaps Today at 8:20 a.m.? Thanks, Lynn.",0,0,1,0
"Cool Christina. I would like a Zoom tour, perhaps Today at 9:20 a.m.? I hope this works.",1,0,0,0
"Good evening. My mother wants to actually see the place, perhaps Tomorrow? I hope to hear back soon, Heather.",0,0,1,1
"Sounds good Robert. I need to see it from my computer, perhaps On December 24th? See you soon, Adam.",1,1,0,0
"Good morning Javier. My father wants to be on sight, possibly Today at 10:00 a.m.? Goodbye, Angela.",0,0,1,1
"Wonderful Steven. On June 20th I'm traveling, so I can't visit the rental unit. Thanks.",1,1,0,0
"Wonderful Christopher. I would like an online tour  Tomorrow at 5:20 p.m.. I hope to hear back soon, Daniel.",1,1,0,0
"Great Drew. My wife wants to see the community in person, possibly Today at 9:20 a.m.? See you soon, Matthew.",0,0,1,1
"Wonderful. My brother wants to actually see the rental unit Tomorrow. Thanks, Joseph.",0,0,1,1
"Good evening. I desire a virtual tour, what about Today at 10:30 a.m.? , Robert.",1,1,0,0
"Perfect William. I desire to see the place, what about On January 16th? Thanks.",1,1,1,1
" I want a 3D tour, maybe On June 22nd? I hope to hear back soon, Tammy.",1,1,0,0
"Hey Darlene. My sister wants to have a virtual tour, maybe Tomorrow? I hope this works, Charles.",1,0,0,0
"Good evening Toni. I wish to see it in person, perhaps On June 7th? Let me know, Jessica.",0,0,1,1
"Good evening Tammy. Today at 8:20 a.m. I need to see it on my own. See you soon, Mariah.",1,1,0,1
Perfect Cheryl. Could I schedule an appointment with a leasing agent today at 2:00 p.m.? I hope to hear back soon.,0,0,1,0
"Hello. My father wants to be accompanied on the tour, maybe Today? See you soon, Katrina.",0,0,1,0
" I desire someone with me on my tour, possibly On June 13th? See you soon.",0,0,1,0
"Hello Jessica. I need a virtual tour, perhaps On February 26th? I hope to hear back soon.",1,1,0,0
"To whom it may concern, I would like to see the flat in person, perhaps Tomorrow at 3:40 p.m.? Let me know.",0,0,1,1
" Christine. I desire to see it, but can't come in person, perhaps Tomorrow at 5:00 p.m.? Thanks, Tom.",1,1,0,0
" I wish a Zoom tour, maybe On July 17th? Thanks in advance.",1,0,0,0
"Cool Brian. I desire to see the apartment in person, possibly Today at 5:10 p.m.? Goodbye.",0,0,1,1
"Hey. My mother wants to have a virtual tour, possibly Tomorrow? Goodbye.",1,0,0,0
"Hello. Could I schedule an appointment with a leasing agent for tomorrow? I hope to hear back soon, Robert.",0,0,1,0
"Perfect. I would like to be accompanied on my tour, perhaps On September 11th? Thank you, Miguel.",0,0,1,0
"Hello Anne. I wish a Zoom tour, what about On May 11th? Thank you, Rachel.",1,0,0,0
 My wife wants to see the apartment in person  On June 16th. I hope to hear back soon.,0,0,1,1
"Perfect Jose. I would like to see it from my computer, what about Today at 3:40 p.m.? Thanks, Emma.",1,1,0,0
"Good morning. I want a virtual tour, what about Today at 4:00 p.m.? See you soon.",1,1,0,0
"Hello Leslie. My brother wants to be accompanied on the tour, possibly On March 2nd? I hope this works, Kim.",0,0,1,0
"Sounds good. I want to be accompanied on my tour, possibly On February 10th? Thank you, Scott.",0,0,1,0
"Great. I would like to be accompanied on my tour, what about Today at 9:30 a.m.? Goodbye, Robert.",0,0,1,0
"Alright Scott. Today at 8:10 a.m. I'm traveling, so I can't visit the place. , Jeremy.",1,1,0,0
Perfect. Could I schedule a call for tomorrow at 9:20a.m.? Thank you.,1,0,0,0
" My mother wants to have a virtual tour, possibly On January 12th? I hope to hear back soon, William.",1,0,0,0
"To whom it may concern, I need a Zoom tour  Tomorrow at 3:00 p.m.. , Joseph.",1,0,0,0
"Good morning. I desire to see the rental unit on video, what about Today at 10:40 a.m.? See you soon, Matthew.",1,1,0,0
"Hello Ralph. I wish to be accompanied on my tour, possibly Tomorrow at 8:30 a.m.? I hope to hear back soon, Calvin.",0,0,1,0
"Perfect Shawn. I would like to be accompanied on my tour, possibly Tomorrow at 2:40 p.m.? Let me know.",0,0,1,0
"Hello. I desire a tour without a leasing agent  Tomorrow at 10:30 a.m.. I hope to hear back soon, Candice.",0,0,0,1
"Great. I desire a Zoom tour, perhaps Today at 9:30 a.m.? Thanks.",1,0,0,0
"Hey Stephanie. Could I schedule an appointment for tomorrow at 8:00 a.m.? I hope this works, Kenneth.",0,0,0,1
"Good evening Blake. My father wants to see the place in person, perhaps Tomorrow at 2:00 p.m.? Thanks, William.",0,0,1,1
"Good afternoon Richard. I desire a virtual tour  On June 16th. Thanks in advance, Billy.",1,1,0,0
"To whom it may concern, Tomorrow I can't be there in person. Thanks.",1,1,0,0
"Wonderful. I desire to see the place in person, perhaps Tomorrow at 9:40 a.m.? Thanks, Kenneth.",0,0,1,1
"Cool Jason. Can I get a virtual tour for today at 10:40a.m.? Let me know, Richard.",1,1,0,0
" I desire to be able to talk to a leasing agent on my tour, what about Today at 10:40 a.m.? Thank you, Dale.",0,0,1,0
"Good evening David. I would like to be accompanied on my tour, what about Today at 2:30 p.m.? .",0,0,1,0
"Perfect Phillip. I want a 3D tour, perhaps Tomorrow at 4:00 p.m.? Thanks, Melanie.",1,1,0,0
"Good morning Yvonne. I desire a 3D tour, perhaps On November 19th? Thanks, Daniel.",1,1,0,0
 Jennifer. My sister wants to actually see the building  Tomorrow at 1:30 p.m.. Thanks in advance.,0,0,1,1
"Hey Nicholas. Can I have a look at the flat today at 10:30a.m.? Goodbye, Tim.",1,1,1,1
"Good afternoon. My client wants to actually see the unit, perhaps On November 13th? Goodbye, John.",0,0,1,1
"Hi. I would like a tour with a leasing agent, maybe On September 28th? I hope this works, Lindsey.",0,0,1,0
"Alright Michael. My wife wants to have a virtual tour, maybe Today at 3:40 p.m.? Goodbye, John.",1,0,0,0
"Alright Christopher. Tomorrow at 8:10 a.m. I can't be there in person. Let me know, Wesley.",1,1,0,0
"Wonderful. I would like to have a look at the rental unit, possibly On October 23rd? Let me know, Sandra.",1,1,1,1
" I would like someone with me on my tour  Tomorrow at 8:30 a.m.. I hope to hear back soon, Lorraine.",0,0,1,0
" I desire to have a look at the place, what about On June 16th? Thank you, Kimberly.",1,1,1,1
" Steven. I desire to have a look at the flat, what about On December 20th? I hope this works, Jennifer.",1,1,1,1
"Perfect Dominique. Tomorrow I don't want a leasing agent for my tour. , Alexander.",0,1,0,1
"Good afternoon Melissa. I desire a self guided tour, what about Tomorrow at 1:40 p.m.? I hope to hear back soon, Tyler.",0,0,0,1
"Good afternoon Walter. Today at 5:00 p.m. I would like to see it on my own. I hope to hear back soon, Lori.",1,1,0,1
"Hey Melissa. Could I schedule an online tour for today at 8:20 a.m.? I hope to hear back soon, Anna.",1,1,0,0
"Great. Today at 4:10 p.m. I'm traveling, so I can't visit the community. Thanks in advance, Joshua.",1,1,0,0
"Hi Megan. I need to see the place, perhaps Tomorrow at 8:40 a.m.? Thank you, Tasha.",1,1,1,1
" Tomorrow I'm traveling, so I can't visit the flat. Goodbye, Steven.",1,1,0,0
"Perfect Nicole. I would like to see it, but can't come in person, what about Tomorrow at 8:10 a.m.? Let me know, Cameron.",1,1,0,0
"Cool Matthew. I wish a virtual tour, possibly Tomorrow at 10:20 a.m.? Thanks.",1,1,0,0
"Cool Kevin. I desire to see it on my own, what about Today at 5:20 p.m.? Thanks in advance, Alex.",1,1,0,1
"Alright Jacqueline. I need someone with me on my tour, perhaps Today at 9:20 a.m.? Thank you.",0,0,1,0
" I desire to see the rental unit on my own, maybe On July 9th? See you soon, Beth.",0,1,0,1
"Good morning Hannah. I desire an appointment, maybe On November 7th? , Charlene.",0,0,1,1
"Good evening. My husband wants to have a virtual tour, possibly Today? See you soon.",1,0,0,0
"Good morning Jacqueline. My sister wants to be on sight, perhaps Today? I hope this works, Raymond.",0,0,1,1
"Hi. I desire to have a look at the flat, possibly Tomorrow at 5:20 p.m.? See you soon, Crystal.",1,1,1,1
". Can I see it from my computer today at 8:40 a.m.? Thank you, Jacob.",1,1,0,0
" Tamara. I would like to see the unit in person, possibly Today? , David.",0,0,1,1
"Wonderful. I want to see the place in person, maybe Tomorrow at 5:00 p.m.? See you soon, Carol.",0,0,1,1
"Hello Wendy. I wish a tour with a leasing agent, what about Today at 4:00 p.m.? Thank you, Debra.",0,0,1,0
"Cool Brian. I want a video tour  Tomorrow at 9:00 a.m.. Thank you, Debra.",1,1,0,0
"Hi Jamie. I need someone with me on my tour, maybe Tomorrow at 2:40 p.m.? Goodbye.",0,0,1,0
"Cool Edward. My wife wants to see the apartment in person, what about Tomorrow at 3:30 p.m.? Thanks in advance, Preston.",0,0,1,1
"Perfect James. Could I schedule a rental agent on my tour for tomorrow at 8:30 p.m.? I hope this works, Sean.",0,0,1,0
" Phillip. I desire to see it from my computer, what about On September 28th? Goodbye, Ann.",1,1,0,0
" I need to see the rental unit in person  Tomorrow at 1:00 p.m.. Thanks in advance, Aaron.",0,0,1,1
"Great Victoria. Can my brother see the apartment in person tomorrow at 1:40 p.m.? I hope to hear back soon, Megan.",0,0,1,1
"Sounds good Brittany. I wish a video tour, maybe Tomorrow at 2:20 p.m.? , Dana.",1,1,0,0
"Wonderful. Can my father be accompanied on the tour on November 11th? Thanks, David.",0,0,1,0
"Good afternoon. I need a video tour, possibly On September 5th? I hope this works, Ethan.",1,1,0,0
"Hello Andrew. I wish a virtual tour  Tomorrow at 8:00 a.m.. Let me know, Colton.",1,1,0,0
"Good afternoon. My husband wants to actually see the place, perhaps On August 9th? , Michelle.",0,0,1,1
"Hi. I want to see it from my computer, perhaps On June 19th? Thanks in advance, Christina.",1,1,0,0
"Cool Christopher. Can I get an appointment for tomorrow at 8:10 a.m.? Thank you, Jeffrey.",0,0,1,1
"Sounds good Kimberly. On May 14th I can't be there in person. Thanks, Erin.",1,1,0,0
"Good evening. My brother wants to see the building in person, maybe On November 7th? Thanks in advance, Catherine.",0,0,1,1
" Can I get someone with me on my tour tomorrow at 1:10 p.m.? Goodbye, Tony.",0,0,1,0
"Hello. Could I see the place today? Let me know, Karen.",1,1,1,1
" Robin. I desire to be able to talk to a leasing agent on my tour, perhaps Today? Thanks.",0,0,1,0
"To whom it may concern, I would like to see the place on my own, maybe Tomorrow? I hope to hear back soon, Belinda.",0,1,0,1
"Alright. My father wants to have a virtual tour, what about On July 7th? See you soon, Nicholas.",1,0,0,0
"Great. I need someone with me on my tour, perhaps Tomorrow at 2:00 p.m.? I hope to hear back soon.",0,0,1,0
"Good evening Louis. I want to see it from my computer, what about On September 22nd? Thanks.",1,1,0,0
"Hello. Tomorrow at 8:20 a.m. I need to see it on my own. Thanks in advance, William.",1,1,0,1
"Good afternoon. I would like to see the apartment in person On January 8th. I hope to hear back soon, Melissa.",0,0,1,1
Good morning Sarah. Could I schedule a 3D tour on October 19th? Thanks in advance.,1,1,0,0
"Good morning Tyler. Can my brother see the apartment in person today at 9:40 a.m.? , Marc.",0,0,1,1
"Alright James. My wife wants to be accompanied on the tour, possibly Tomorrow at 5:00 p.m.? Thanks in advance.",0,0,1,0
"Hi. I need to see the place, perhaps Today at 2:20 p.m.? , Tracy.",1,1,1,1
"Good evening Renee. I would like to be accompanied on my tour, possibly Tomorrow at 10:10 a.m.? Goodbye, Brandon.",0,0,1,0
"Hello Travis. Can my sister be on sight today? See you soon, Olivia.",0,0,1,1
"Hey Katherine. I would like to see the community in person  Today. I hope to hear back soon, Michael.",0,0,1,1
Great. Could I get a 3D tour at 4:10 p.m.? Goodbye.,1,1,0,0
"Good afternoon Nicole. I would like to be accompanied on my tour, maybe Today at 10:10 a.m.? See you soon.",0,0,1,0
"To whom it may concern, I need a tour without a leasing agent, maybe Today at 3:00 p.m.? , Victoria.",0,0,0,1
"Good morning Judith. Tomorrow at 1:00 p.m. I'm traveling, so I can't visit the flat. Thanks.",1,1,0,0
"Great Andrea. I want to see the building on my own, perhaps On October 2nd? Goodbye, Jared.",0,1,0,1
"Cool Dennis. I wish an online tour, perhaps Tomorrow? I hope this works, Renee.",1,1,0,0
"Great Jessica. I desire a Zoom tour, possibly Today at 4:40 p.m.? Goodbye, Gary.",1,0,0,0
Great. Tomorrow at 3:30 p.m. I can't be there in person. Thanks in advance.,1,1,0,0
"Alright Wendy. I wish to see it in person, possibly Today at 5:40 p.m.? Thanks in advance, Billy.",0,0,1,1
"Sounds good Steven. I wish to be accompanied on my tour  Today. , Nicole.",0,0,1,0
"Hey Matthew. Tomorrow at 9:40 a.m. I desire to see it on my own. Let me know, Heather.",1,1,0,1
" Robert. I want a self guided tour, what about Tomorrow at 9:40 a.m.? Thanks in advance, Stephen.",0,0,0,1
"Good afternoon Benjamin. I desire to see the unit in person  Tomorrow at 5:20 p.m.. Thanks, Vincent.",0,0,1,1
"Perfect Sara. My husband wants to be accompanied on the tour, perhaps Tomorrow at 3:20 p.m.? Thanks in advance, April.",0,0,1,0
" Jennifer. I desire to see it in person, perhaps On July 20th? Goodbye.",0,0,1,1
"Wonderful David. I would like to see it, but can't come in person, possibly Today at 9:20 a.m.? I hope this works.",1,1,0,0
"Hi Emily. Today at 9:00 a.m. I'm traveling, so I can't visit the rental unit. Goodbye, Robert.",1,1,0,0
"Great Gregory. I would like to be able to talk to a leasing agent on my tour, possibly Today at 4:30 p.m.? Thanks in advance, David.",0,0,1,0
" I want to see the building in person, what about Today at 2:30 p.m.? , Charles.",0,0,1,1
"Alright Jacqueline. I wish a tour with a leasing agent, what about On December 15th? Thank you, Erin.",0,0,1,0
"Good morning Jacob. I wish to see it in person, what about Tomorrow? Let me know, William.",0,0,1,1
"Good evening Katherine. I wish to be accompanied on my tour, maybe Today at 4:00 p.m.? Thanks in advance, Heather.",0,0,1,0
"Hi Aaron. My father wants to have a virtual tour  Tomorrow. Thanks, Kathleen.",1,0,0,0
" I wish someone with me on my tour, maybe Today at 1:10 p.m.? Thanks, Valerie.",0,0,1,0
"Hey Michael. Could I see it in person on July 8th? Goodbye, Kimberly.",0,0,1,1
". I want to see the place, perhaps Today at 10:30 a.m.? I hope to hear back soon, Marissa.",1,1,1,1
"Hi. I wish to see it on my own, maybe On January 17th? Let me know, Maurice.",1,1,0,1
"Alright Christopher. I wish to be accompanied on my tour, what about Tomorrow at 5:10 p.m.? Thank you, Isaac.",0,0,1,0
"Hi Megan. I desire to be able to talk to a leasing agent on my tour, perhaps Tomorrow at 1:10 p.m.? Thank you, Mark.",0,0,1,0
"Cool Jennifer. I wish a self guided tour, possibly Tomorrow at 8:10 a.m.? Thanks in advance, Cindy.",0,0,0,1
". I wish someone with me on my tour, what about Tomorrow? Goodbye, Michael.",0,0,1,0
"Alright Ryan. I want to see it from my computer, maybe On May 15th? Let me know, Mark.",1,1,0,0
"Wonderful Donna. I need to see it in person, possibly On February 12th? Thanks, Daniel.",0,0,1,1
"Perfect Mary. I wish to see it on my own, possibly Tomorrow at 3:30 p.m.? See you soon, Ryan.",1,1,0,1
"Great. Can I see it from my computer today? , Justin.",1,1,0,0
"Good afternoon. I desire to see the unit on my own, maybe On October 28th? Let me know, Larry.",0,1,0,1
"Sounds good Sarah. Could I schedule an appointment with a leasing agent on May 16th? I hope to hear back soon, Lee.",0,0,1,0
"Wonderful Beverly. Can I talk to a leasing agent on my tour today at 5:30 p.m.? Thank you, Michael.",0,0,1,0
"Wonderful Joseph. I need to see the apartment in person, what about Tomorrow at 2:30 p.m.? Thanks in advance, Deborah.",0,0,1,1
" Could I schedule an appointment for tomorrow at 10:30 a.m.? See you soon, Anita.",0,0,1,0
"Sounds good Pamela. Could I get someone with me on my tour today at 5:20 p.m.? I hope to hear back soon, Sarah.",0,0,1,0
"To whom it may concern, I desire to see it on my own, possibly On November 9th? , Beth.",1,1,0,1
. Could I schedule a video tour on November 6th? See you soon.,1,1,0,0
"Hi Jeffrey. I wish to see the flat on my own  Today at 2:40 p.m.. I hope to hear back soon, Jessica.",0,1,0,1
"Great. Can my sister see the rental unit on April 11th? I hope to hear back soon, David.",0,0,1,1
"Hey Adam. I would like a virtual tour, perhaps Tomorrow at 9:30 a.m.? Goodbye, Amanda.",1,1,0,0
"Good morning Angel. I wish to see it from my computer  On February 7th. Thank you, Scott.",1,1,0,0
"Hey Donna. I wish a tour with a leasing agent, possibly Tomorrow at 8:20 a.m.? I hope to hear back soon, Haley.",0,0,1,0
"Hello. I desire a virtual tour, possibly On December 14th? Let me know.",1,1,0,0
"Good evening John. Today at 8:20 a.m. I don't want a leasing agent for my tour. Let me know, Tracy.",0,1,0,1
"Hey. My wife wants to be on sight, possibly Today at 10:00 a.m.? Let me know.",0,0,1,1
"Hello Anita. I wish to see the flat in person, perhaps Tomorrow at 4:30 p.m.? I hope this works, Latasha.",0,0,1,1
" Can my client be accompanied on the tour on November 28th? Thanks, Sherry.",0,0,1,0
"Wonderful. I desire to see it on my own, perhaps On April 29th? Goodbye, Miranda.",1,1,0,1
"Hi. I would like to see the community in person, maybe Today at 9:40 a.m.? Let me know.",0,0,1,1
Good morning Robin. Could I schedule someone with me on my tour on May 20th? Thanks.,0,0,1,0
"Wonderful Meagan. I wish to see the place, what about On November 9th? Thanks, Megan.",1,1,1,1
"Perfect. I need to see the flat on my own, what about On December 10th? , Thomas.",0,1,0,1
Wonderful Jorge. Could I have a look at the apartment tomorrow? Let me know.,1,1,1,1
"To whom it may concern, I want a self guided tour, maybe Tomorrow at 9:40 a.m.? Thanks, Alexander.",0,0,0,1
"Sounds good Nicole. I need a self guided tour, what about Today? Thanks in advance, John.",0,0,0,1
"Cool. I wish to see the building on my own, maybe Tomorrow at 1:30 p.m.? Thank you, Desiree.",0,1,0,1
" I want a tour without a leasing agent, possibly Today? Let me know.",0,0,0,1
"Hi Stacey. I wish to see it from my computer, possibly Today at 10:40 a.m.? See you soon, Christina.",1,1,0,0
"Alright Kimberly. I want to see it, but can't come in person, maybe On January 10th? See you soon.",1,1,0,0
Great Alejandro. I need to see it from my computer  On September 17th. Thanks in advance.,1,1,0,0
" Dennis. I want to see it from my computer, possibly Today at 5:40 p.m.? Let me know, Jacob.",1,1,0,0
"Cool Mitchell. I want a 3D tour, possibly On April 9th? See you soon, Edward.",1,1,0,0
"Sounds good Christopher. I desire to be able to talk to a leasing agent on my tour, maybe Tomorrow? Thanks in advance, Jamie.",0,0,1,0
"Good afternoon Brianna. I need to see the community on my own, what about Tomorrow at 1:30 p.m.? .",0,1,0,1
"Alright. I want to see the apartment on my own, perhaps Today at 3:10 p.m.? I hope to hear back soon, Melissa.",0,1,0,1
"Alright Malik. I wish an online tour, perhaps Tomorrow at 3:10 p.m.? I hope to hear back soon, Brandi.",1,1,0,0
" Vanessa. I need to see the place, perhaps Tomorrow? I hope this works.",1,1,1,1
"Perfect Charles. Can my mother be on sight tomorrow at 2:00 p.m.? Thanks in advance, Madison.",0,0,1,1
"Hello Caleb. Today at 5:30 p.m. I'm traveling, so I can't visit the flat. , Timothy.",1,1,0,0
"To whom it may concern, I desire to see the place  Tomorrow at 8:40 a.m.. Goodbye.",1,1,1,1
"Alright Tamara. I desire a self guided tour  Tomorrow at 9:30 a.m.. , Erin.",0,0,0,1
" Today at 3:30 p.m. I don't want a leasing agent for my tour. Thanks, Julie.",0,1,0,1
"Alright Brian. I wish to see the unit in person, possibly On October 29th? See you soon, Jessica.",0,0,1,1
"Cool Hunter. Could I schedule a call for tomorrow at 8:10a.m.? Goodbye, Kimberly.",1,0,0,0
" Jennifer. Could I see the flat on my own on June 22nd? Thanks, Katherine.",0,1,0,1
"Hello Tonya. I desire someone with me on my tour, possibly On January 16th? I hope this works, George.",0,0,1,0
"Perfect Deborah. Today at 1:10 p.m. I can't be there in person. Let me know, Carolyn.",1,1,0,0
"Great Brad. I want to see the place, maybe Today at 2:00 p.m.? , Brittney.",1,1,1,1
"Sounds good Chris. I wish a Zoom tour, maybe On June 2nd? I hope to hear back soon, Sandra.",1,0,0,0
"Good afternoon. On February 3rd I'm away, so I can't visit the unit. .",1,1,0,0
 Tomorrow at 4:00 p.m. I don't want a leasing agent for my tour. Thank you.,0,1,0,1
" Tomorrow at 1:10 p.m. I don't want a leasing agent for my tour. Thanks in advance, Elizabeth.",0,1,0,1
